CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
02004722219017302010000000U4,55284,TORTAS EMANUEL,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA CONSTITUCION,720,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03828717,32.53352527,EDIFICIO COMERCIAL Y DE SERVICIOS,RODRIGUEZ,L
02002722514004211000000000U0,83172,TORTAS ESTILO YUCATAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BENITO JUAREZ,,,INSURGENTES OTE,21280,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865524200,,,Fijo,-115.44821311,32.63638919,,,
02002722219007991000000000M0,86365,TORTAS ESTILO YUCATÁN,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,FRANCISCO I. MADERO,476,0,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865523152,,,Fijo,-115.48922274,32.66458430,,,
02002722212005061000000000U9,64276,TORTAS ESTILO YUCATAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,URBANO VASQUEZ (CUARTA),,,NUEVO MEXICALI,21399,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865611331,,,Fijo,-115.39523563,32.61150562,,,
02002722219010262000000000U1,73137,TORTAS ESTILO YUCATAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,REPUBLICA DE BRASIL Y/O PROLONGACION BRASIL,,,COMPUERTAS,21218,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865653282,,,Fijo,-115.43379158,32.66722062,,,
02002722514003841000000000U5,86669,TORTAS ESTILO YUCATAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,OCEANO PACIFICO,298,0,JOSE MOLINA,21060,"MEXICALI, Mexicali, BAJA CALIFORNIA",,TORTASESTILOYUCATAN_CIVICO@HOTMAIL.COM,,Fijo,-115.47448857,32.63646804,,,
02002722212003911000000000U7,134410,TORTAS FRIAS DE CON LAURA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FERNANDO MONTES DE OCA,1431,,REPUBLICA MEXICANA,21250,"MEXICALI, Mexicali, BAJA CALIFORNIA",6869056290,,,Fijo,-115.42149673,32.64897089,,,
02002722514006641000000000U6,8434187,TORTAS FRIAS LA NUMERO 1,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NOVENA,2039,,MIRASOL,21396,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862144841,,,Semifijo,-115.38877987,32.60546460,,,
02002722514005261000000000U4,6940818,TORTAS FRIAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,NATIVITAS,1199,,PASEOS DE XOCHIMILCO,21353,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861574186,,,Fijo,-115.47052641,32.60515340,,,
02001722514003321000000000U0,8304204,TORTAS GALLO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NOGAL,3350,0,GRANJAS EL GALLO,22850,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.57098151,31.85778788,,,
02004722219006001001000000U5,156375,TORTAS GENESIS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,PACIFICO,8451,3,PACIFICO,22643,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646260409,,,Fijo,-116.98646833,32.46734615,,,
02004722219002951000000000U5,63075,TORTAS GUANAJUATO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,JOSE MARIA MERCADO,7020,,VICENTE GUERRERO,22055,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646387767,,,Fijo,-117.04918356,32.52095813,,,
02002722212006761000000000U3,149737,TORTAS GUICHO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MAR CARIBE SUR,,,SAN FELIPE,21850,"SAN FELIPE, Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.84298513,31.02483102,,,
02002722514002381001000000U3,88624,TORTAS GURROLA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,RIO CULIACAN,900,1,SANTA ROSALIA,21270,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865662772,,,Fijo,-115.43215755,32.63974261,,,
02002461110011671010000000U8,58675,TORTAS IDEAL,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SEBASTIAN LERDO DE TEJADA,1201,,SEGUNDA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.47293108,32.66190060,,,
02002722212004201000000000U2,72151,TORTAS IMPALA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,LICENCIADO VICENTE LOMBARDO TOLEDANO,1098,,INFONAVIT CUCAPAH,21340,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.47279235,32.61944552,,,
02004722219000911000000000U1,151238,TORTAS JAVIER,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,CUAUHTEMOC NORTE,11004,,LIBERTAD PARTE BAJA,22480,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646824248,,,Fijo,-117.00886472,32.53359598,,,
02004722514004791000000000U7,113047,TORTAS JAVIER,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CANAL,243,23,CHIHUAHUA LA MESA,22209,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646262806,,,Fijo,-116.95703877,32.50463421,,,
02004722219002731000000000S1,68861,TORTAS JAVIER,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIRAFLORES,6702,,JARDINES DEL RUBI,22180,"TIJUANA, Tijuana, BAJA CALIFORNIA",,TJBRAVO@HOTMAIL.COM,,Fijo,-117.03105976,32.48457396,,,
02004722212011552000000000U5,55304,TORTAS JOANNE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CARRILLO PUERTO (TERCERA),8269,0,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646882551,,,Fijo,-117.03601137,32.53412416,,,
02002722212002801000000000U1,73180,TORTAS JOHAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO CULIACAN,,,FRACC SONORA,21210,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861617871,,,Fijo,-115.43321198,32.66057078,,,
02004722514000981000000000U8,115570,TORTAS JOHNNY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,ANDADOR,RETORNO SENTRI,150,25,CUAUHTEMOC,22010,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02788983,32.54141755,MERCADO PUBLICO,MERCADO DE ARTESANIAS LINEA INTERNACIONAL,25
02004722514008571000000000U9,6959772,TORTAS JUNIOR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ATENAS,3751,,PLAYAS DE TIJUANA SECC COSTA AZUL,22506,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.12034485,32.50087281,,,
02002722514006801000000000U6,8850299,TORTAS KEKEN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,VENUSTIANO CARRANZA,,2000,PASEOS DEL SOL,21399,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.40526219,32.61331867,,,
02003722518000151000000000U1,7048474,TORTAS LA AUTENTICA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MANGLE,,,TERRAZAS DEL RIO,21478,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.59484586,32.56207103,,,
02001722212003671000000000U9,62044,TORTAS LA CABAÑA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LAGO DE CHAPALA,391,0,VALLE DORADO,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59586854,31.83201777,,,
02001722212001941000000000U8,62013,TORTAS LA DOÑA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,TRANSPENINSULAR (REFORMA),897,0,VALLE DORADO,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461735108,,,Fijo,-116.60033345,31.82938213,,,
02001722514000011001000000U0,66576,TORTAS LA DOÑA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CARRETERA,TRANSPENINSULAR (REFORMA),100,9,CARLOS PACHECO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",6469475639,EVAGONZALEZ@HOTMAIL.COM,WWW.TORTASLADONA.COM,Fijo,-116.60482285,31.85050078,,,
02001722212002221000000000U4,71930,TORTAS LA DOÑA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CORTEZ,1976,,HIDALGO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,TLDCORTEZ1976@GMAIL.COM,,Fijo,-116.58859246,31.86273181,,,
02001722514003781000000000U5,7004862,TORTAS LA ESQUINA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PUERTO VALLARTA,,,LOMAS DE SAN RAMON,22920,"COLONIA LOMAS DE SAN RAMÓN (TRIQUIS)                                                                          , San Quintín, BAJA CALIFORNIA",6161219439,,,Fijo,-116.00365383,30.70095974,,,
02004722514004641000000000U4,116047,TORTAS LA LIBER,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AQUILES SERDAN,11044,,LAD PARTE BAJA,22300,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01775849,32.53895422,,,
02002722219005861001000000U7,61892,TORTAS LA PERLITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,OCOTLAN,1200,0,SAN MARCOS,21050,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49531066,32.63253138,,,
02004722212011321000000000U5,59364,TORTAS LA VUELTA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,REVOLUCION,1961,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03589006,32.52517743,,,
02002722514006851000000000U1,8796643,TORTAS LAS BOLAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CARACAS,,,CUAUHTEMOC NORTE,21200,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44556432,32.66337290,,,
02001722514002741000000000U0,6909132,TORTAS LAS BRISAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,,,RODOLFO SANCHES,22790,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",6462059805,,,Fijo,-116.57108724,31.71452266,,,
02004722212005261000000000U1,144320,TORTAS LISA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,IGNACIO ZARAGOZA Y/O MURUA,16872,0,IGNACIO ZARAGOZA,22465,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646230072,,,Fijo,-116.94658035,32.51605618,,,
02004722514001001000000000U4,105529,TORTAS LOCAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,12,,,EJIDO FRANCISCO VILLA,22236,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.85348282,32.49132666,,,
02005722514001011000000000U0,6959872,TORTAS LOKAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,FEDERAL 1 TIJUANA ENSENADA,,,PRIMO TAPIA,22712,"PRIMO TAPIA, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-116.91693465,32.22374720,,,
02001722514003721000000000U1,7004669,TORTAS LOKAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIGUEL HIDALGO,,,NUEVO BAJA CALIFORNIA,22930,"LÁZARO CÁRDENAS                                                                                               , San Quintín, BAJA CALIFORNIA",6161017054,,,Fijo,-115.93074535,30.52312728,,,
02001722219005642001000000U3,72792,TORTAS LOPEZ,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,RIVEROLL,724,,ZONA CENTRO,22800,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.62088163,31.86853165,CENTRO Y PLAZA COMERCIAL,PLAZA BERMUDEZ,724
02004722518001561010000000U8,124806,TORTAS LOS CUATES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,975,,LOS ARBOLES,22217,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646261220,,,Fijo,-116.96127952,32.49572849,,,
02002722212007021001000000U1,73706,TORTAS LOS CUATES,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,LAGUNA XOCHIMILCO,,,LAGO DE XOCHIMILCO,21380,"MEXICALI, Mexicali, BAJA CALIFORNIA",6868384087,TORTAS.LOSCUATES@YAHOO.COM.MX,,Fijo,-115.47297435,32.60465964,,,
02004465311011151010000000U7,112590,TORTAS LOS CUATES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,VENUSTIANO CARRANZA,11734,,OTAY,22430,"TIJUANA, Tijuana, BAJA CALIFORNIA",6644464235,,,Fijo,-116.94814047,32.52713937,,,
02001722514002691000000000U7,6908901,TORTAS LOS MUCHACHOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,TRANSPENINSULAR,,,RODOLFO SANCHEZ TABOADA (MANEADERO),22790,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.57211593,31.71846553,,,
02002722219004571000000000U3,58306,TORTAS LOS REYES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TABASCO,1498,,PUEBLO NUEVO,21120,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865524133,,,Fijo,-115.50039237,32.64971719,,,
02002722514008521000000000U8,6973115,TORTAS LUCIO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TERCERA,635,0,PARCELAS DEL VALLE,21720,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",6862255446,,,Semifijo,-115.11623265,32.29121098,,,
02002722212002461000000000U4,62877,TORTAS LUPIS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLEJON,REVOLUCION,2370,,EX EJIDO ORIZABA,21130,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865597946,,,Fijo,-115.51479634,32.64097917,,,
02001722212000531000000000U8,72954,TORTAS MALENA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FRAY JUNIPERO SERRA,1110,0,MISION,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461785980,,,Fijo,-116.61171565,31.87029731,,,
02002722514008561000000000U4,6973180,TORTAS MAMA LICHA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,LAZARO CARDENAS,0,0,OAXACA,21700,"DELTA (ESTACIÓN DELTA), Mexicali, BAJA CALIFORNIA",6861888789,,,Fijo,-115.18480059,32.35119863,,,
02004722514001871000000000U0,120298,TORTAS MANA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MAR AMARILLO,5893,,ALEMAN,22530,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.06177013,32.53466350,,,
02003722514000391000000000U2,102628,TORTAS MANOLO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BENITO JUAREZ,,,EL ENCANTO NTE,21447,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.65094764,32.56426461,,,
02004722514002001000000000U3,55954,TORTAS MARCE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,DIAZ MIRON (CUARTA),8037,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03886570,32.53252282,,,
02004722219006511000000000U3,152268,TORTAS MAZATLAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GENERAL RODOLFO SANCHEZ TABOADA,9351,5,ZONA RIO,22320,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02649209,32.52791610,MERCADO PUBLICO,MERCADO HIDALGO,A
02002722514006611000000000U9,8112924,TORTAS MEXICALI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CASTELLON,1979,,HIDALGO,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44652643,32.61456295,,,
02004722514008621000000000U2,6960063,TORTAS MIRAMAR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ESPERANZA IRIS,3610,0,MIRAMAR,22526,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.08263252,32.51155919,,,
02004722514001051000000000U9,119884,TORTAS MR. BAGO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TRANSPENINSULAR,,5,LOMAS DEL PORVENIR,22110,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Semifijo,-117.07120341,32.52568437,,,
02002722514003691000000000U4,80022,TORTAS NUEVO LEON Y ALGO MAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NINGUNO,,,EJIDO DE NUEVO LEON,21705,"NUEVO LEÓN, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.19259338,32.41973948,,,
02001722219000271011000000U6,62153,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CARRETERA,TRANSPENINSULAR (REFORMA),3976,10,LOMAS DEL MAR,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461984329,TORTASMACROPLAZA@GMAIL.COM,,Fijo,-116.59882968,31.82083387,CENTRO Y PLAZA COMERCIAL,MACRO PLAZA DEL MAR,10 B-1
02002722514009311000000000U3,9368712,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CALZADA DE LAS AMERICAS,1801,,VISTA HERMOSA,21259,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862808807,,,Fijo,-115.41390245,32.65575716,CENTRO Y PLAZA COMERCIAL,PLAZA SAN PEDRO,90
02002722219007951000000000S4,52445,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,GENERAL IGNACIO ZARAGOZA,,,NUEVA,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865523303,,WWW.TORTASOMAR.COM,Fijo,-115.45479410,32.66173436,,,
02002722514007473000000000M3,8391803,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,BENITO JUAREZ,1298,8,JARDINES DEL VALLE,21270,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTACTO@TORTASOMAR.COM,,Fijo,-115.45099608,32.64368988,CENTRO Y PLAZA COMERCIAL,PLAZA FIMBRES,8
02002722514005452000000000S9,6941319,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,800,,JARDINES DELAGO,21339,"MEXICALI, Mexicali, BAJA CALIFORNIA",,TORTASOMARMXLI@GMAIL.COM,,Fijo,-115.48354362,32.62367608,,,
02002722212002431000000000S7,56566,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,NINGUNO,,,JABONERA,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865535307,,,Fijo,-115.48058883,32.65997350,CENTRO Y PLAZA COMERCIAL,LA CACHANILLA,10I
02002722514005992000000000S4,8320175,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,BARDA,4085,2,IMPERIAL,21225,"MEXICALI, Mexicali, BAJA CALIFORNIA",,TORTASOMAR@HOTMAIL.COM,WWW.TORTASOMAR.COM,Fijo,-115.38016038,32.65316322,CENTRO Y PLAZA COMERCIAL,PLAZA DUARA,2
02002722219011623000000000S3,84778,TORTAS OMAR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,2584,7,FRACC SANTA LUCIA,21397,"MEXICALI, Mexicali, BAJA CALIFORNIA",,TORTASOMAR@HOTMAIL.COM,WWW.TORTASOMAR.COM,Fijo,-115.39406172,32.61517054,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL CALIMAX,7
02004722514004231000000000U4,107079,TORTAS PABLO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LA CORUNA,23001,,VILLA FONTANA 1RA SECC,22205,"TIJUANA, Tijuana, BAJA CALIFORNIA",6641760026,,,Fijo,-116.86598233,32.51174391,,,
02002722212006011000000000U3,142794,TORTAS PINA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AQUILES SERDAN,0,0,MICHOACAN DE OCAMPO,21700,"MICHOACÁN DE OCAMPO, Mexicali, BAJA CALIFORNIA",6862090674,,,Fijo,-115.30698423,32.46943145,,,
02002722514005121000000000U0,6930487,TORTAS PLACERES DEL PALADAR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,REAL DEL RIO,,,REAL DEL RIO,21130,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.53006701,32.64759965,,,
02004722212007971000000000U3,73402,TORTAS PLAYAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO PLAYAS DE TIJUANA,3199,,COSTA AZUL,22506,"TIJUANA, Tijuana, BAJA CALIFORNIA",6641691706,,,Semifijo,-117.12153589,32.50726014,,,
02002722514008111000000000U8,6915759,TORTAS POPE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NOVENA,,,HACIENDA DORADA,21376,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.38673932,32.63325536,,,
02002722514001581001000000U9,92000,TORTAS QUEEN,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,2200,0,EL PORVENIR,21220,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.51060798,32.62214505,CENTRO Y PLAZA COMERCIAL,MACROPLAZA DEL VALLE,FC16
02004722212001551000000000M9,76649,TORTAS RANCHITO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO A PLAYAS DE TIJUANA,271,2,MONUMENTAL,22500,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.11452698,32.53368097,,,
02004722212006391000000000U5,154313,TORTAS RANCHITO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,,,AVIACION,22014,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.00727499,32.51482507,,,
02004722212000181001000000U6,58852,TORTAS RANCHITO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,REVOLUCION,1710,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,SERGIOJRTR@HOTMAIL.COM,,Fijo,-117.03586335,32.52676723,,,
02001722212002851000000000U8,75772,TORTAS REYNA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,RUIZ,902,0,ZONA CENTRO,22800,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461781275,,,Fijo,-116.62349807,31.87196343,,,
02004722212003181000000000U3,151091,TORTAS RIVAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CONSTITUCION,1,,ZONA NORTE,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",6641164538,,,Fijo,-117.03906015,32.53879926,,,
02004722514001101000000000U2,109687,TORTAS ROMY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NOVENA,1,,EJIDO MATAMOROS,22204,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642174563,,,Fijo,-116.86444854,32.51977485,,,
02002722219011603000000000M5,61736,TORTAS ROSITA,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALLE,CIUDAD VICTORIA,300,,ESPERANZA,21140,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865576526,,,Fijo,-115.48535142,32.64324822,,,
02002722514007071000000000U5,7004525,TORTAS ROSITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ABELARDO L. RODRIGUEZ,,,PIONEROS DEL PROGRESO,21326,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861582659,,,Fijo,-115.58229906,32.58517423,,,
02002722219010502001000000U0,56453,TORTAS ROSITA,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,NINGUNO,,,JABONERA,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CACHANILLAROSITA@GMAIL.COM,,Fijo,-115.48058883,32.65997350,CENTRO Y PLAZA COMERCIAL,LA CACHANILLA,15I
02002722514000612000000000U3,140203,TORTAS ROSITA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,2955,64,PLUTARCO ELIAS CALLES,21399,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865613591,,WWW.TORTASROSITA.COM,Fijo,-115.38661295,32.61065462,CENTRO Y PLAZA COMERCIAL,PLAZA NUEVO MEXICALI,64 C
02002722514003781000000000U3,87631,TORTAS ROSITA LERDO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SEBASTIAN LERDO DE TEJADA,1465,,SEGUNDA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.46710410,32.66233943,,,
02004722514005891000000000U4,6971476,TORTAS RUBEN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,1490,,DIMESTEIN,21060,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97596230,32.50456808,,,
02004722514007811000000000U0,8334016,TORTAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,BAJA CALIFORNIA SUR,6230,,CAMINO VERDE,22190,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97147640,32.48982791,,,
02004722514004211001000000U6,141951,TORTAS SONIA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,ALEJANDRO HUMBOLDT,19717,,NUEVA TIJUANA MODULO 1,22435,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646233616,,,Fijo,-116.92638216,32.53994558,,,
